,cumulative_return,annualized_return,sharpe_ratio,max_drawdown,n_out_of_sample_days
equal_weight,1.886177433705766,0.34027686315055816,1.2170230734181016,-0.2835307685383617,912.0
naive_mean,6.606901421867087,0.7518286541849222,1.5809798786459608,-0.28660318172167254,912.0
ml_predicted,5.894630440223047,0.7048800423789658,1.5621059090149998,-0.2691585904519359,912.0
