Date,CGNX,EMR,HON,ISRG,NVDA,PH,QQQ,ROK,SPY,TER
2020-10-07,64.12578582763672,61.18113327026367,150.83436584472656,240.0933380126953,13.903769493103027,201.84913635253906,270.511962890625,214.5948028564453,315.0668640136719,80.50556945800781
2020-10-08,64.33275604248047,61.536415100097656,152.7951202392578,241.0066680908203,13.779061317443848,202.18319702148438,271.9519958496094,218.86094665527344,317.85919189453125,80.69145202636719
2020-10-09,65.20771026611328,62.13152313232422,153.32261657714844,246.06333923339844,13.703385353088379,202.3687744140625,276.10736083984375,221.72923278808594,320.69775390625,84.23294830322266
2020-10-12,65.80044555664062,61.80287170410156,154.18429565429688,251.88999938964844,14.164639472961426,202.3316192626953,284.6310729980469,221.6838836669922,325.85699462890625,84.75144958496094
2020-10-13,65.03836822509766,61.19000244140625,150.83436584472656,251.78334045410156,14.186793327331543,199.96568298339844,284.6212463378906,220.70350646972656,323.73040771484375,85.7297592163086
2020-10-14,63.37313461303711,61.625240325927734,152.5225372314453,250.36000061035156,14.034455299377441,200.42959594726562,282.2439270019531,221.4568634033203,321.69622802734375,85.0449447631836
2020-10-15,63.231990814208984,61.80287170410156,151.76638793945312,247.0,13.909741401672363,206.59039306640625,280.349853515625,224.60653686523438,321.2986755371094,85.39714813232422
2020-10-16,64.80316162109375,62.42463684082031,153.74468994140625,250.89332580566406,13.751927375793457,206.77593994140625,278.8133239746094,226.04074096679688,321.1044921875,84.71229553222656
2020-10-19,64.63380432128906,62.14040756225586,150.8695526123047,245.3733367919922,13.439531326293945,205.57904052734375,274.2615966796875,221.89259338378906,316.22259521484375,84.79058074951172
2020-10-20,64.39861297607422,62.175933837890625,152.337890625,244.3333282470703,13.58664321899414,207.4347381591797,274.8511657714844,218.73382568359375,317.4892883300781,86.03304290771484
2020-10-21,64.49269104003906,61.474239349365234,151.9949493408203,242.82666015625,13.466413497924805,206.33982849121094,274.6385803222656,214.9578857421875,316.8883361816406,90.0734634399414
2020-10-22,65.49935150146484,61.96276092529297,155.494384765625,244.31333923339844,13.30336856842041,209.0862274169922,274.6287841796875,217.23617553710938,318.6265563964844,88.9679946899414
2020-10-23,65.791015625,62.19371032714844,154.34255981445312,245.16000366210938,13.531630516052246,209.8377685546875,275.16998291015625,220.65814208984375,319.7083740234375,90.0050048828125
2020-10-26,63.438987731933594,60.1596794128418,149.62100219726562,237.2566680908203,13.08457088470459,202.9439697265625,271.04351806640625,215.06683349609375,313.80023193359375,87.64726257324219
2020-10-27,62.752201080322266,59.44020080566406,146.61399841308594,240.3000030517578,13.338968276977539,196.47705078125,273.15997314453125,215.01239013671875,312.7183837890625,85.56346130371094
2020-10-28,61.275115966796875,57.725914001464844,141.6990203857422,229.26666259765625,12.57253646850586,188.5626220703125,262.5103759765625,212.40731811523438,302.0300598144531,83.68505859375
2020-10-29,63.65536117553711,57.237403869628906,144.7235870361328,228.75999450683594,12.967826843261719,192.83993530273438,267.1006774902344,214.06834411621094,305.09967041015625,86.6200180053711
2020-10-30,61.999542236328125,57.548282623291016,145.03134155273438,222.36000061035156,12.479937553405762,193.3224334716797,260.3261413574219,215.23016357421875,301.9190368652344,85.94499206542969
2020-11-02,63.61774826049805,60.36394500732422,152.64561462402344,225.32666015625,12.526485443115234,202.28526306152344,260.9061584472656,222.73675537109375,305.3030090332031,87.75487518310547
2020-11-03,66.00741577148438,62.531227111816406,157.5693817138672,227.3333282470703,12.963342666625977,209.87489318847656,265.4190673828125,229.98007202148438,310.6934509277344,87.88206481933594
2020-11-04,68.35002899169922,60.532718658447266,157.3055877685547,236.5500030517578,13.73475456237793,202.21104431152344,277.26708984375,220.2860107421875,317.6372985839844,93.77153015136719
2020-11-05,69.52604675292969,62.593406677246094,161.14788818359375,242.75999450683594,14.098926544189453,221.69989013671875,284.4956970214844,227.19349670410156,323.8321533203125,97.16626739501953
2020-11-06,68.07719421386719,62.28252029418945,162.0183868408203,244.6233367919922,14.499189376831055,221.30860900878906,284.70831298828125,226.41285705566406,323.7581481933594,98.08588409423828
2020-11-09,66.36490631103516,67.76287841796875,173.20233154296875,257.8166809082031,13.571958541870117,235.49671936035156,278.8905944824219,231.22366333007812,327.8263854980469,99.3283462524414
2020-11-10,65.48053741455078,68.78435516357422,177.58978271484375,249.8333282470703,12.714920043945312,243.29415893554688,273.8944091796875,226.05886840820312,327.3455810546875,96.02165985107422
2020-11-11,67.95488739013672,66.52824401855469,175.22459411621094,245.85000610351562,13.360126495361328,242.9308319091797,280.02130126953125,219.8321533203125,329.7773132324219,98.98592376708984
2020-11-12,65.97753143310547,66.38069915771484,174.23521423339844,246.92333984375,13.398704528808594,239.29762268066406,278.7069396972656,213.37852478027344,326.578125,98.30113220214844
2020-11-13,67.02271270751953,67.79364776611328,178.03367614746094,251.1266632080078,13.239648818969727,241.27256774902344,281.1519470214844,218.6398162841797,331.0994567871094,100.0718765258789
2020-11-16,68.69873809814453,69.74310302734375,184.26144409179688,252.72999572753906,13.45695686340332,249.5637664794922,283.3456726074219,219.952880859375,335.2323913574219,104.85582733154297
2020-11-17,67.19218444824219,68.31229400634766,181.38168334960938,249.71665954589844,13.364356994628906,245.12001037597656,282.4469299316406,220.04408264160156,333.42950439453125,103.61336517333984
2020-11-18,66.15644073486328,68.75943756103516,177.65386962890625,244.4600067138672,13.370828628540039,246.9087677001953,280.3594970703125,223.85552978515625,329.4166564941406,102.54700469970703
2020-11-19,67.19218444824219,69.07240295410156,179.07611083984375,244.64999389648438,13.382278442382812,250.44876098632812,282.55322265625,228.08642578125,330.8035583496094,104.16123962402344
2020-11-20,67.64417266845703,67.9277572631836,178.44007873535156,243.5800018310547,13.03130054473877,248.84642028808594,280.6204833984375,225.7976837158203,328.53826904296875,104.0242691040039
2020-11-23,67.11685180664062,69.58214569091797,180.71914672851562,239.68333435058594,13.08332633972168,253.3087615966797,280.630126953125,229.58184814453125,330.507568359375,105.97110748291016
2020-11-24,69.16954040527344,71.495849609375,183.64312744140625,241.6133270263672,12.901860237121582,260.7148132324219,284.5729675292969,234.1683807373047,335.83343505859375,106.72512817382812
2020-11-25,68.72698211669922,69.98457336425781,183.45758056640625,242.1233367919922,13.17766284942627,255.34890747070312,286.32220458984375,233.8218536376953,335.3156433105469,106.088623046875
2020-11-27,70.14881134033203,69.8951187133789,184.98582458496094,243.27333068847656,13.20405101776123,254.1844482421875,288.9604797363281,233.36593627929688,336.24945068359375,107.12660217285156
2020-11-30,70.75142669677734,68.69684600830078,180.13613891601562,242.01666259765625,13.343696594238281,248.97686767578125,289.5498962402344,233.028564453125,334.7608337402344,108.04705047607422
2020-12-01,71.6270980834961,67.75785064697266,182.15017700195312,244.5500030517578,13.332246780395508,251.86473083496094,293.2608337402344,225.18678283691406,338.4222717285156,112.72772979736328
2020-12-02,71.58000946044922,67.87411499023438,183.74026489257812,250.42666625976562,13.486080169677734,251.6318817138672,293.6377868652344,224.94058227539062,339.1341857910156,111.59184265136719
2020-12-03,70.23353576660156,67.49853515625,183.93463134765625,252.9066619873047,13.34216022491455,250.70956420898438,294.05328369140625,223.61843872070312,339.041748046875,111.37641143798828
2020-12-04,71.98489379882812,71.62998962402344,187.87440490722656,260.11334228515625,13.503756523132324,256.87677001953125,295.25164794921875,226.0986328125,341.96343994140625,113.61880493164062
2020-12-07,72.05081939697266,70.79833221435547,186.47869873046875,254.79666137695312,13.552064895629883,252.9640350341797,296.9234619140625,223.51817321777344,341.26080322265625,114.72533416748047
2020-12-08,73.491455078125,72.7388687133789,187.33555603027344,255.11666870117188,13.296347618103027,255.47933959960938,297.92852783203125,227.59400939941406,342.2593688964844,116.2039566040039
2020-12-09,71.70242309570312,72.97137451171875,187.48573303222656,251.1699981689453,12.878780364990234,257.41705322265625,291.18304443359375,229.1259307861328,339.189697265625,111.65057373046875
2020-12-10,71.80599975585938,72.75675964355469,187.24720764160156,252.69000244140625,12.920113563537598,255.6656036376953,292.3524169921875,225.01356506347656,339.0787658691406,113.27606964111328
2020-12-11,74.1170425415039,73.70466613769531,189.59695434570312,253.3333282470703,12.960948944091797,255.88931274414062,291.7049560546875,224.9679718017578,338.6811828613281,112.97254180908203
2020-12-14,75.2676773071289,71.90721893310547,187.14122009277344,254.92999267578125,13.255261421203613,251.61318969726562,293.8212890625,221.56683349609375,337.1648864746094,114.74491119384766
2020-12-15,75.499755859375,73.72254943847656,189.19064331054688,256.163330078125,13.306804656982422,256.9233703613281,296.962158203125,225.42388916015625,341.72308349609375,117.93716430664062
2020-12-16,76.07025909423828,72.68521881103516,185.78086853027344,255.35333251953125,13.189277648925781,254.1471710205078,298.5953674316406,224.0652313232422,342.2593688964844,117.28107452392578
2020-12-17,77.15326690673828,72.57791137695312,187.22071838378906,259.9266662597656,13.287631034851074,254.6036834716797,300.5474548339844,225.39649963378906,344.1733093261719,116.86981964111328
2020-12-18,76.44738006591797,72.34539031982422,185.54232788085938,263.0299987792969,13.218660354614258,253.3926239013672,299.6390075683594,226.0895233154297,342.799072265625,118.08402252197266
2020-12-21,78.13955688476562,72.05029296875,186.0900115966797,263.0899963378906,13.278666496276855,254.12864685058594,299.07843017578125,227.37518310546875,341.5733947753906,117.24192810058594
2020-12-22,77.8494644165039,70.94141387939453,183.68727111816406,271.75,13.224881172180176,249.27496337890625,299.8917236328125,225.80685424804688,340.9977111816406,116.10604095458984
2020-12-23,79.21286010742188,71.5584487915039,185.49813842773438,269.8833312988281,12.956962585449219,250.97039794921875,298.38140869140625,226.1624298095703,341.3041076660156,114.82324981689453
2020-12-24,78.06221008300781,71.52268981933594,185.091796875,269.0,12.94152545928955,251.01708984375,299.6980285644531,226.7095489501953,342.63201904296875,116.40957641601562
2020-12-28,79.6866683959961,71.42432403564453,185.4539794921875,268.38665771484375,12.848153114318848,249.3867950439453,302.7186584472656,226.46336364746094,345.575439453125,115.28348541259766
2020-12-29,77.8978271484375,70.86092376708984,184.7384796142578,271.3566589355469,12.891230583190918,247.92417907714844,302.98974609375,224.91323852539062,344.9161376953125,114.76449584960938
2020-12-30,78.21691131591797,71.37960052490234,186.34620666503906,271.76666259765625,13.092914581298828,251.734375,302.9993896484375,227.13812255859375,345.4082336425781,117.79029083251953
2020-12-31,77.6367416381836,71.8714599609375,187.89207458496094,272.70001220703125,13.002532005310059,253.77459716796875,303.74481201171875,228.69737243652344,347.1631164550781,117.39859771728516
2021-01-04,77.56904602050781,69.7610092163086,183.69606018066406,266.6666564941406,13.060795783996582,247.82162475585938,299.4560546875,224.74002075195312,342.4369201660156,116.7131576538086
2021-01-05,78.9808120727539,70.96823120117188,184.14663696289062,268.3500061035156,13.350874900817871,253.41119384765625,301.9247131347656,225.28709411621094,344.79547119140625,118.96536254882812
2021-01-06,80.85670471191406,73.35589599609375,187.5033721923828,264.2633361816406,12.563800811767578,261.6370544433594,297.74237060546875,235.7640380859375,346.8568115234375,119.86624145507812
2021-01-07,82.75191497802734,73.39168548583984,187.8125762939453,269.4033203125,13.290369033813477,262.11224365234375,304.94537353515625,236.65768432617188,352.0101623535156,127.21038055419922
2021-01-08,82.9549789428711,73.16812896728516,185.5334930419922,272.9166564941406,13.223389625549316,261.4601135253906,308.8663635253906,238.72752380371094,354.0158386230469,129.4038543701172
2021-01-11,82.87763214111328,73.88350677490234,184.05824279785156,271.2166748046875,13.566753387451172,264.59027099609375,304.4033203125,239.43878173828125,351.6294860839844,132.88003540039062
2021-01-12,81.95903778076172,75.09075927734375,184.5176239013672,262.80999755859375,13.430553436279297,268.07440185546875,303.9193115234375,242.06484985351562,351.7037658691406,134.24114990234375
2021-01-13,81.36915588378906,73.90140533447266,182.87457275390625,270.48333740234375,13.477364540100098,266.63983154296875,305.9716796875,239.28375244140625,352.65087890625,133.1934356689453
2021-01-14,83.69953155517578,74.5273666381836,184.2790985107422,265.71331787109375,13.147195816040039,271.20458984375,304.33544921875,239.58465576171875,351.4158630371094,135.51416015625
2021-01-15,81.2628173828125,73.99978637695312,181.94703674316406,259.47332763671875,12.807818412780762,265.6617431640625,301.9247131347656,233.0650177001953,348.8531494140625,134.4468231201172
2021-01-19,82.56819915771484,74.60787963867188,182.64488220214844,259.4700012207031,12.972899436950684,269.0433044433594,306.3298034667969,237.9889678955078,351.5923156738281,137.7076416015625
2021-01-20,82.82927703857422,75.46635437011719,183.81092834472656,266.19000244140625,13.312031745910645,267.2452697753906,313.4553527832031,240.6970977783203,356.4578552246094,135.7295684814453
2021-01-21,82.36515045166016,75.35009765625,181.29339599609375,266.22332763671875,13.811765670776367,260.10003662109375,315.962890625,244.0982666015625,356.78289794921875,137.3257293701172
2021-01-22,81.58191680908203,74.87614440917969,178.66090393066406,248.02667236328125,13.657384872436523,256.345703125,315.0528259277344,242.5207977294922,355.5200500488281,135.0832977294922
2021-01-25,81.5239028930664,73.7583236694336,178.3252410888672,250.6699981689453,13.598377227783203,251.315185546875,317.65716552734375,237.8521728515625,356.9222106933594,137.19839477539062
2021-01-26,79.04847717285156,73.23070526123047,177.6096954345703,256.54998779296875,13.381255149841309,248.77188110351562,318.1217956542969,222.89805603027344,356.36505126953125,135.23019409179688
2021-01-27,78.32328796386719,71.1113052368164,176.1256103515625,252.91000366210938,12.86583423614502,232.82305908203125,309.2536315917969,219.7978515625,347.6553039550781,127.40619659423828
2021-01-28,78.83575439453125,72.50635528564453,179.1820831298828,255.1199951171875,12.998546600341797,247.37452697753906,311.08343505859375,229.052978515625,350.64520263671875,117.44757843017578
2021-01-29,79.41594696044922,70.95929718017578,172.58334350585938,249.2133331298828,12.937543869018555,246.50814819335938,304.538818359375,226.61837768554688,343.6253967285156,111.12181091308594
2021-02-01,80.82767486572266,72.27384948730469,172.75120544433594,248.70333862304688,13.183798789978027,249.84323120117188,312.1484069824219,225.84327697753906,349.3453369140625,115.10723876953125
2021-02-02,82.44249725341797,74.92086791992188,176.77931213378906,252.6133270263672,13.502264976501465,250.020263671875,317.2408447265625,230.25660705566406,354.2850341796875,119.08285522460938
2021-02-03,82.88729858398438,74.83143615722656,175.91360473632812,248.46665954589844,13.476120948791504,252.66592407226562,315.9822692871094,223.75521850585938,354.5636901855469,118.06444549560547
2021-02-04,83.37075805664062,75.26068115234375,177.19447326660156,252.35000610351562,13.609333038330078,250.5791778564453,319.7192077636719,219.9984588623047,358.59356689453125,122.91158294677734
2021-02-05,84.14431762695312,77.00448608398438,179.2527618408203,254.0833282470703,13.536375045776367,260.35150146484375,320.80352783203125,221.4755859375,360.0049743652344,123.49913787841797
2021-02-08,85.65279388427734,77.3711166381836,180.0831298828125,256.663330078125,14.380718231201172,259.5783386230469,322.9527893066406,225.46034240722656,362.60479736328125,126.40740966796875
2021-02-09,86.03958129882812,76.81668090820312,178.45767211914062,259.7833251953125,14.205924987792969,257.61590576171875,322.88507080078125,224.7855682373047,362.3633728027344,125.60444641113281
2021-02-10,85.44971466064453,76.06549835205078,178.58140563964844,262.6966552734375,14.704911231994629,255.0645294189453,322.1492919921875,223.17160034179688,362.2055358886719,126.03532409667969
2021-02-11,86.87113952636719,76.60975646972656,178.5990447998047,266.27667236328125,15.189455032348633,255.14865112304688,323.9209289550781,225.09559631347656,362.79052734375,132.23379516601562
2021-02-12,90.88400268554688,76.76268005371094,179.8269500732422,269.2699890136719,14.901121139526367,258.1578369140625,325.7314453125,228.20018005371094,364.5827331542969,139.45062255859375
2021-02-16,87.50933074951172,76.52879333496094,179.71209716796875,263.98333740234375,15.268636703491211,258.1391906738281,324.8504638671875,228.69471740722656,364.2668762207031,140.65504455566406
2021-02-17,84.26036834716797,76.34888458251953,178.35171508789062,260.0199890136719,14.846089363098145,254.20474243164062,323.2917175292969,227.2111358642578,364.3504943847656,136.40524291992188
2021-02-18,82.9066390991211,75.90807342529297,179.78277587890625,255.8433380126953,14.76939868927002,250.77493286132812,321.8782653808594,223.63037109375,362.7998352050781,133.75946044921875
2021-02-19,84.5407943725586,76.87063598632812,179.81813049316406,250.0500030517578,14.866510391235352,261.41943359375,320.4743957519531,227.3301544189453,362.1591796875,139.72718811035156
2021-02-22,81.49488067626953,77.51835632324219,179.87112426757812,247.13333129882812,14.298052787780762,263.8305969238281,312.167724609375,223.41055297851562,359.37353515625,129.73194885253906
2021-02-23,80.41189575195312,78.08509063720703,181.12545776367188,248.23666381835938,14.085162162780762,267.28826904296875,311.2383117675781,224.74761962890625,359.8099060058594,127.17439270019531
2021-02-24,80.95338439941406,80.03721618652344,186.41688537597656,252.90333557128906,14.440728187561035,277.6243591308594,313.80389404296875,226.24032592773438,363.7748107910156,131.49583435058594
2021-02-25,78.78584289550781,78.56189727783203,181.70541381835938,247.26333618164062,13.254015922546387,270.4471130371094,302.8638610839844,223.83180236816406,355.0093994140625,123.11748504638672
2021-02-26,79.91800689697266,77.27546691894531,179.54043579101562,245.60000610351562,13.659379959106445,268.17608642578125,304.1322326660156,222.79693603515625,353.1801452636719,126.0278549194336
2021-03-01,82.44357299804688,79.56044006347656,182.9741973876953,253.07000732421875,13.786120414733887,278.1008605957031,313.28106689453125,230.0867462158203,361.7413024902344,131.30963134765625
2021-03-02,80.00508880615234,78.8317642211914,183.2936248779297,250.0,13.352370262145996,276.5963134765625,308.25653076171875,227.76976013183594,358.9185485839844,124.25422668457031
2021-03-03,76.86991882324219,79.64142608642578,183.67514038085938,242.38333129882812,12.753288269042969,277.1289978027344,299.310791015625,229.72042846679688,354.16436767578125,119.05082702636719
2021-03-04,74.56690979003906,79.60543060302734,180.0639190673828,236.38999938964844,12.32053279876709,273.95166015625,294.4120178222656,225.35203552246094,349.78173828125,111.68180847167969
2021-03-05,75.80549621582031,81.8994140625,183.2936248779297,237.7899932861328,12.411415100097656,280.353271484375,298.8460998535156,231.7809600830078,356.2164306640625,111.61319732666016
2021-03-08,72.7574234008789,82.87995147705078,184.28738403320312,228.3000030517578,11.54665470123291,279.2504577636719,290.384521484375,236.1584930419922,354.44293212890625,102.1079330444336
2021-03-09,75.83454132080078,80.96383666992188,184.20755004882812,234.26666259765625,12.474234580993652,276.5216064453125,301.837646484375,237.85276794433594,359.5035095214844,111.0644302368164
2021-03-10,75.69904327392578,82.51113891601562,188.9100799560547,239.93666076660156,12.4224271774292,286.2501220703125,300.97601318359375,241.4610137939453,361.7413024902344,106.72339630126953
2021-03-11,77.64403533935547,82.14228820800781,188.5463104248047,244.0,12.945741653442383,288.0912780761719,307.907958984375,242.00131225585938,365.40899658203125,111.57402038574219
2021-03-12,78.5149154663086,82.94293212890625,190.21437072753906,244.663330078125,12.808751106262207,292.1004333496094,305.41009521484375,242.907958984375,365.9011535644531,110.56468963623047
2021-03-15,81.08883666992188,81.79144287109375,191.82925415039062,245.02000427246094,13.142768859863281,294.29656982421875,308.6727600097656,242.74313354492188,368.08331298828125,115.38592529296875
2021-03-16,80.6340560913086,80.11819458007812,187.93411254882812,242.2100067138672,13.242401123046875,289.6331787109375,310.36700439453125,236.5889892578125,367.6189880371094,114.9939193725586
2021-03-17,80.57601165771484,81.43159484863281,189.0166015625,241.54666137695312,13.292216300964355,294.07232666015625,311.64501953125,239.32720947265625,368.8725280761719,115.11151885986328
2021-03-18,77.44083404541016,80.47801971435547,190.7822723388672,233.10667419433594,12.675738334655762,294.427490234375,302.0990295410156,238.39309692382812,363.5055847167969,110.11392974853516
2021-03-19,76.6860580444336,79.60543060302734,188.9100799560547,235.8300018310547,12.798537254333496,290.68927001953125,303.1640625,236.55230712890625,362.83294677734375,112.6029281616211
2021-03-22,76.44415283203125,80.37908935546875,188.218017578125,238.2433319091797,13.137787818908691,290.6238708496094,308.849365234375,239.82171630859375,365.73016357421875,114.6607666015625
2021-03-23,73.38639068603516,78.46294403076172,185.07705688476562,236.94000244140625,13.022710800170898,285.6894836425781,307.501953125,236.9369659423828,362.85162353515625,110.84886932373047
2021-03-24,74.99269104003906,79.21857452392578,188.2979278564453,237.02333068847656,12.59653377532959,288.147216796875,302.3158874511719,241.03060913085938,361.00701904296875,109.7513427734375
2021-03-25,76.45384979248047,80.23516082763672,189.77078247070312,234.8333282470703,12.489180564880371,293.6798095703125,301.7923278808594,242.36766052246094,363.0379333496094,109.49658966064453
2021-03-26,79.2116470336914,82.37618255615234,193.8965606689453,243.5833282470703,12.792064666748047,296.8011169433594,306.31927490234375,250.51829528808594,368.88824462890625,116.63040161132812
2021-03-29,78.09882354736328,82.07030487060547,194.2071533203125,241.31666564941406,12.900660514831543,296.41796875,306.2320251464844,247.5603485107422,368.701904296875,111.60340881347656
2021-03-30,79.1245346069336,81.9893569946289,193.50619506835938,242.163330078125,12.824443817138672,296.55816650390625,304.6907653808594,245.10594177246094,367.7237854003906,113.6318359375
2021-03-31,80.30506896972656,81.16173553466797,192.60116577148438,246.31333923339844,13.299192428588867,294.78253173828125,309.3534240722656,243.09117126464844,369.2142639160156,119.23699188232422
2021-04-01,81.5823745727539,81.33265686035156,192.36160278320312,249.1999969482422,13.760987281799316,295.51153564453125,314.6267395019531,241.25955200195312,373.201416015625,126.22386169433594
